City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,broken hill,-31.95,141.4333,65.1,31,1,10.13,AU,1693884628
362,baiquan,47.5833,126.0833,67.3,56,3,5.08,CN,1693884629
363,sinop,41.7711,34.8709,63.0,78,82,3.49,TR,1693884629
364,caxito,-8.5785,13.6643,70.47,92,59,1.68,AO,1693884629
365,semey,50.4111,80.2275,59.22,72,100,13.42,KZ,1693884629
366,tatsinskiy,48.1968,41.2756,70.66,39,100,11.72,RU,1693884629
367,tutong,4.8,114.65,91.49,63,65,4.29,BN,1693884629
368,phan rang-thap cham,11.5667,108.9833,94.35,50,97,10.92,VN,1693884630
369,ugoofaaru,5.6667,73.0,82.17,76,100,14.16,MV,1693884630
370,ivdel',60.6911,60.4206,51.67,62,25,2.75,RU,1693884630
371,galle,6.0367,80.217,80.13,83,98,14.54,LK,1693884441
372,samarinda,-0.5,117.15,92.03,49,82,3.09,ID,1693884581
373,jackson,42.4165,-122.8345,68.4,56,0,3.0,US,1693884031
374,zalanga,10.6143,10.1765,67.26,90,70,4.59,NG,1693884630
375,tubarjal,30.4999,38.216,82.94,34,93,8.39,SA,1693884631
376,pokachi,61.7198,75.3683,54.27,57,52,16.28,RU,1693884631
377,esmeraldas,-19.7625,-44.3139,70.74,76,87,4.61,BR,1693884631
378,dong ha,16.8163,107.1003,91.22,58,49,6.31,VN,1693884631
379,nyakahanga,-1.6033,31.1414,62.02,73,73,1.79,TZ,1693884631
380,qulsary,46.9531,54.0198,74.01,33,100,6.33,KZ,1693884631
381,yuzhno-kurilsk,44.0306,145.8556,65.28,99,100,5.44,RU,1693884632
382,horta,38.5333,-28.6333,71.02,70,98,13.0,PT,1693884632
383,santa terezinha,-29.9002,-50.0904,58.26,93,100,22.1,BR,1693884632
384,seelow,52.5339,14.3813,55.22,82,4,6.13,DE,1693884632
385,reyes,-14.3167,-67.3833,81.59,60,100,0.78,BO,1693884632
386,cidreira,-30.1811,-50.2056,58.12,91,100,25.14,BR,1693884633
387,luebo,-5.35,21.4167,69.8,95,100,1.54,CD,1693884633
388,selfoss,63.9331,-20.9971,47.05,87,99,6.24,IS,1693884633
389,cannonvale,-20.2833,148.7,74.59,64,1,7.25,AU,1693884633
390,ji'an,27.1172,114.9793,75.16,93,99,7.34,CN,1693884633
391,corinto,37.9407,22.9573,66.88,89,97,4.25,GR,1693884633
392,fort bragg,35.139,-79.006,78.91,84,0,1.01,US,1693884634
393,casino,-28.8667,153.05,84.56,24,1,13.51,AU,1693884634
394,gifford,27.6753,-80.4092,82.98,78,0,4.61,US,1693884634
395,svetlyy,54.675,20.1347,60.85,91,42,9.01,RU,1693884634
396,rajgarh,28.6333,75.3833,94.28,30,0,11.77,IN,1693884634
397,qui nhon,13.7667,109.2333,90.0,61,98,7.85,VN,1693884635
398,greeley,40.4233,-104.7091,75.0,37,0,20.71,US,1693884589
399,mangalia,43.8,28.5833,71.89,65,78,20.56,RO,1693884635
400,happy valley-goose bay,53.3168,-60.3315,55.71,76,75,4.61,CA,1693884611
401,bamboo flat,11.7,92.7167,80.69,94,100,5.75,IN,1693884635
402,puerto san jose,13.9256,-90.8244,77.76,86,95,5.44,GT,1693884635
403,lake mohawk,41.0184,-74.6602,77.45,84,36,1.99,US,1693884636
404,abaete,-19.16,-45.4458,76.96,55,41,3.04,BR,1693884636
405,elverum,60.8819,11.5623,54.77,94,16,3.31,NO,1693884636
406,bereznik,62.8551,42.7072,53.94,93,39,4.85,RU,1693884636
407,naze,28.3667,129.4833,83.32,73,42,2.73,JP,1693884636
408,mili,6.0815,171.735,83.89,75,65,12.84,MH,1693884637
409,indore,22.7179,75.8333,78.98,83,20,8.05,IN,1693884637
410,mar del plata,-38.0023,-57.5575,45.95,68,75,9.22,AR,1693884637
411,guerrero negro,27.9769,-114.0611,69.28,78,0,18.61,MX,1693884637
412,plettenberg bay,-34.0527,23.3716,52.02,87,100,11.1,ZA,1693884638
413,chom bueng,13.62,99.5917,90.01,67,99,9.62,TH,1693884638
414,rovnoye,50.7765,46.0509,65.35,49,100,4.72,RU,1693884638
415,barra de santo antonio,-9.4047,-35.5072,74.48,86,19,10.8,BR,1693884638
416,pudasjarvi,65.3833,26.9167,49.84,87,75,7.74,FI,1693884638
417,waycross,31.2136,-82.354,75.45,90,0,4.61,US,1693884496
418,de queen,34.0379,-94.3413,80.73,73,0,4.61,US,1693884639
419,morden,49.1919,-98.1014,72.09,78,0,6.91,CA,1693884404
420,vandenberg village,34.7083,-120.4677,65.16,88,100,9.22,US,1693884639
421,menongue,-14.6585,17.691,55.89,24,0,2.86,AO,1693884639
422,porto novo,6.4965,2.6036,74.25,96,100,7.67,BJ,1693884639
423,springbok,-29.6643,17.8865,39.78,93,100,13.8,ZA,1693884496
424,joroinen,62.1782,27.8317,58.98,91,100,9.73,FI,1693884519
425,monrovia,6.3005,-10.7969,74.97,86,79,12.01,LR,1693884640
426,shalqar,47.8333,59.6,68.25,47,13,8.41,KZ,1693884640
427,usogorsk,63.4106,48.6872,58.21,83,29,5.64,RU,1693884640
428,nar'yan-mar,67.6713,53.087,57.25,89,53,12.5,RU,1693884640
429,kapa'a,22.0752,-159.319,82.72,78,20,6.91,US,1693884640
430,egilsstadir,65.2653,-14.3948,48.11,61,40,4.61,IS,1693884641
431,ulladulla,-35.35,150.4667,66.78,31,35,5.79,AU,1693884641
432,lamu,-2.2717,40.902,77.22,84,9,13.15,KE,1693884641
433,san marcos yachihuacaltepec,19.3242,-99.6794,58.32,72,100,2.3,MX,1693884641
434,santa cruz,-17.8,-63.1667,69.26,56,75,14.97,BO,1693884641
435,watampone,-4.5386,120.3279,84.79,57,63,11.83,ID,1693884642
436,el playon,7.4713,-73.2031,77.27,94,91,4.65,CO,1693884642
437,kouango,4.9934,19.9619,69.4,98,100,2.08,CF,1693884643
438,toguchin,55.2353,84.3858,64.92,53,17,10.98,RU,1693884643
439,san nicolas,18.1725,120.5953,84.11,84,100,11.5,PH,1693884607
440,aswan,24.0934,32.907,84.25,31,3,7.74,EG,1693884644
441,kiiminki,65.1314,25.7974,55.65,100,77,11.05,FI,1693884644
442,tommot,58.9564,126.2925,61.7,41,24,3.76,RU,1693884644
443,harnosand,62.6323,17.9379,55.42,76,74,6.02,SE,1693884644
444,conceicao da barra,-18.5933,-39.7322,72.88,93,13,7.96,BR,1693884645
445,archangelos,36.2149,28.1149,78.31,80,92,5.37,GR,1693884645
446,taulaga,-11.0553,-171.0883,82.33,78,67,18.59,AS,1693884645
447,gannan,47.9147,123.5031,70.79,68,38,10.11,CN,1693884645
448,massaguet,12.4755,15.4365,74.32,73,82,9.42,TD,1693884645
449,bogandinskiy,56.8937,65.8938,48.47,65,94,8.81,RU,1693884645
450,sligo,54.2697,-8.4694,63.68,93,6,4.16,IE,1693884646
451,shar'ya,58.3686,45.5144,52.36,96,1,3.85,RU,1693884515
452,mokhsogollokh,61.4681,128.9203,62.83,35,48,2.57,RU,1693884646
453,la quiaca,-22.1024,-65.593,41.88,13,3,3.49,AR,1693884646
454,chibougamau,49.9168,-74.3659,58.62,82,0,2.3,CA,1693884646
455,rosario del tala,-32.3029,-59.1455,45.99,67,82,6.93,AR,1693884647
456,al kharijah,25.4514,30.5464,78.66,35,0,2.21,EG,1693884647
457,edd,13.9297,41.6925,90.61,66,39,6.38,ER,1693884647
458,armacao de buzios,-22.7469,-41.8817,73.45,89,99,20.76,BR,1693884647
459,miandrivazo,-19.5167,45.4667,74.86,53,0,2.91,MG,1693884647
460,bhawanipatna,19.9,83.1667,77.77,87,94,2.37,IN,1693884485
461,brandon,27.9378,-82.2859,83.14,78,0,9.22,US,1693884348
462,keflavik,64.0049,-22.5624,48.63,81,75,11.5,IS,1693884648
463,snyder,32.7179,-100.9176,90.0,18,0,12.66,US,1693884648
464,chagoda,59.164,35.3285,52.79,84,98,5.28,RU,1693884648
465,cestos city,5.46,-9.5828,76.39,85,59,8.95,LR,1693884648
466,la'ie,21.6477,-157.9253,85.96,67,31,4.0,US,1693884649
467,port shepstone,-30.7414,30.455,65.98,86,100,7.47,ZA,1693884649
468,alaghsas,17.0187,8.0168,82.56,47,39,9.69,NE,1693884649
469,milan,45.4643,9.1895,72.99,61,20,6.91,IT,1693884506
470,manistee,44.2445,-86.3242,77.02,83,0,3.44,US,1693884649
471,coxim,-18.5067,-54.76,82.58,56,92,3.11,BR,1693884650
472,tual,-5.6667,132.75,77.47,81,64,17.43,ID,1693884650
473,matale,7.4721,80.6234,77.79,78,100,8.43,LK,1693884650
474,salem,11.65,78.1667,79.0,83,40,2.3,IN,1693884651
475,navalmoral de la mata,39.8916,-5.5406,64.24,71,8,1.83,ES,1693884651
476,srivardhan,18.0333,73.0167,81.39,76,29,4.83,IN,1693884651
477,mermoz boabab,14.7065,-17.4758,80.38,83,20,2.3,SN,1693884651
478,benguela,-12.5763,13.4055,70.77,82,98,0.47,AO,1693884651
479,butha-buthe,-28.8333,28.5,43.07,36,38,4.07,LS,1693884652
480,lazaro cardenas,17.9583,-102.2,80.98,79,98,2.8,MX,1693884543
481,yueyang,29.3333,113.0919,86.76,59,5,12.55,CN,1693884652
482,zaozersk,69.4005,32.4476,49.53,91,100,18.72,RU,1693884652
483,bishkul,54.7803,69.1033,48.54,93,100,8.95,KZ,1693884652
484,brisas de zicatela,15.8369,-97.0419,77.52,73,100,0.0,MX,1693884652
485,suoyarvi,62.0833,32.35,56.93,88,100,12.17,RU,1693884653
486,mazagao,-0.115,-51.2894,82.45,86,41,3.69,BR,1693884653
487,ha tien,10.3833,104.4833,80.8,84,100,14.45,VN,1693884653
488,san juan de uraba,8.7592,-76.5297,78.01,86,100,2.62,CO,1693884653
489,sabang,5.8933,95.3214,77.72,90,100,17.74,ID,1693884653
490,eyl,7.9803,49.8164,80.78,58,83,24.79,SO,1693884653
491,moose jaw,50.4001,-105.5344,53.85,87,72,8.05,CA,1693884653
492,nadi,-17.8,177.4167,86.0,62,20,16.11,FJ,1693884654
493,baharly,38.4362,57.4316,78.01,22,0,11.83,TM,1693884654
494,cold lake,54.4502,-110.2017,46.35,81,100,6.91,CA,1693884654
495,petrolina,-9.3986,-40.5008,80.65,47,0,12.66,BR,1693884654
496,najran,17.4924,44.1277,72.25,14,20,3.24,SA,1693884655
497,arkhangel'sk,64.5401,40.5433,55.38,86,100,8.59,RU,1693884655
498,tukrah,32.5341,20.5791,76.21,64,49,8.28,LY,1693884655
499,khanty-mansiysk,61.0042,69.0019,46.51,76,0,6.71,RU,1693884655
500,nanga eboko,4.6833,12.3667,67.77,98,98,2.68,CM,1693884655
501,penukonda,14.0833,77.5833,71.98,72,100,10.56,IN,1693884656
502,albertville,34.2676,-86.2089,76.89,79,0,0.0,US,1693884608
503,jianguang,28.1938,115.7836,76.73,90,100,8.21,CN,1693884656
504,los angeles,34.0522,-118.2437,74.03,76,0,9.22,US,1693884091
505,hillvue,-31.1244,150.915,75.11,29,0,16.11,AU,1693884656
506,bozoum,6.3193,16.3799,68.05,97,100,4.25,CF,1693884656
507,suntar,62.1444,117.6319,63.37,35,99,8.16,RU,1693884657
508,praia da vitoria,38.7333,-27.0667,71.85,78,75,21.83,PT,1693884657
509,amfissa,38.525,22.3731,63.52,91,100,6.58,GR,1693884657
510,isla vista,34.4133,-119.861,71.02,79,0,4.61,US,1693884657
511,callao,-12.0667,-77.15,68.72,73,100,16.11,PE,1693884658
512,conception bay south,47.4999,-52.9981,59.74,95,100,7.05,CA,1693884658
513,morococha,-11.5997,-76.1411,37.69,86,93,5.93,PE,1693884658
514,wuwei,37.9281,102.6414,83.52,32,14,7.96,CN,1693884658
515,signal mountain,35.1226,-85.3438,75.4,85,41,1.01,US,1693884659
516,passi,11.15,122.65,89.62,64,71,6.71,PH,1693884659
517,sao miguel do araguaia,-13.275,-50.1628,82.96,34,47,2.46,BR,1693884659
518,geraldton,-28.7667,114.6,68.41,68,75,8.05,AU,1693884429
519,mana,5.6592,-53.7767,78.78,86,97,9.98,GF,1693884660
520,mahina,-17.5065,-149.489,78.57,73,75,4.61,PF,1693884661
521,bel ombre,-4.6167,55.4167,80.44,83,40,13.8,SC,1693884661
522,westport,41.1415,-73.3579,77.86,84,0,0.0,US,1693884662
523,xinghua,32.9392,119.8342,84.38,68,92,7.87,CN,1693884662
524,hounde,11.5,-3.5167,72.25,93,47,4.14,BF,1693884662
525,saint-philippe,-21.3585,55.7679,69.39,80,45,12.24,RE,1693884663
526,santa isabel,-23.3156,-46.2214,81.7,80,98,3.6,BR,1693884663
527,salida,37.7058,-121.0849,76.89,49,0,10.0,US,1693884663
528,jayapura,-2.5333,140.7,92.59,69,21,7.47,ID,1693884663
529,valledupar,10.4631,-73.2532,85.69,70,40,0.0,CO,1693884664
530,amga,60.8953,131.9608,62.87,40,77,1.95,RU,1693884664
531,christchurch,-43.5333,172.6333,56.91,78,75,16.11,NZ,1693884584
532,walvis bay,-22.9575,14.5053,48.09,93,0,1.14,NA,1693884664
533,kenai,60.5544,-151.2583,59.09,86,20,6.91,US,1693884664
534,grand-popo,6.2804,1.8225,74.17,95,100,11.7,BJ,1693884665
535,turabah,21.2141,41.6331,82.2,17,11,5.14,SA,1693884665
536,pingliang,35.5392,106.6861,74.17,54,100,15.12,CN,1693884665
537,agat village,13.3886,144.6585,90.54,74,75,10.36,GU,1693884665
538,bambanglipuro,-7.95,110.2833,83.21,53,33,16.73,ID,1693884666
539,nalut,30.3333,10.85,77.36,35,7,8.14,LY,1693884666
540,partenit,44.578,34.3446,70.38,75,54,11.23,UA,1693884666
541,pacific grove,36.6177,-121.9166,66.2,88,40,8.05,US,1693884477
542,cambria,35.5641,-121.0808,75.94,95,8,4.0,US,1693884643
543,egersund,58.4513,5.9997,60.39,91,43,2.64,NO,1693884667
544,ranau,5.9538,116.6641,85.21,64,42,3.2,MY,1693884667
545,umba,66.6871,34.3429,52.92,90,100,16.98,RU,1693884667
546,naracoorte,-36.9579,140.7383,56.84,47,5,10.65,AU,1693884667
547,kadoma,34.7333,135.5833,94.17,45,20,8.05,JP,1693884668
548,tbeng meanchey,13.8167,104.9667,84.51,79,100,3.69,KH,1693884668
549,cova figueira,14.8905,-24.2934,75.22,84,60,5.19,CV,1693884668
550,ordynskoye,54.3656,81.8994,56.57,84,78,7.36,RU,1693884669
551,mumbwa,-14.9783,27.0619,62.44,47,0,3.96,ZM,1693884669
552,alesund,62.4723,6.1549,54.75,90,100,5.75,NO,1693884670
553,borogontsy,62.6683,131.1683,61.16,39,68,1.72,RU,1693884670
554,grand falls-windsor,48.9332,-55.6649,60.51,86,100,2.35,CA,1693884671
555,morondava,-20.2833,44.2833,69.96,70,0,7.47,MG,1693884671
556,karaton,-6.3424,106.1045,89.62,37,22,3.47,ID,1693884671
557,belle chasse,29.8549,-89.9906,82.38,89,0,3.44,US,1693884671
558,al mazar al janubi,31.0656,35.6961,65.88,70,0,2.77,JO,1693884671
559,trzebiatow,54.0615,15.2648,61.05,86,63,8.1,PL,1693884672
560,sihanoukville,10.6093,103.5296,82.35,83,75,12.66,KH,1693884672
561,kapoeta,4.7717,33.5903,74.8,54,40,3.36,SS,1693884672
562,carolina beach,34.0352,-77.8936,80.02,85,3,9.33,US,1693884673
563,chernyshevskiy,63.0128,112.4714,46.63,85,100,8.1,RU,1693884673
564,el nido,11.1858,119.3956,86.54,68,81,1.95,PH,1693884673
565,bignona,12.8103,-16.2264,73.44,92,100,4.97,SN,1693884673
566,majuro,7.0897,171.3803,89.56,70,40,5.75,MH,1693884674
567,ocean pines,38.3954,-75.1557,79.02,88,0,4.61,US,1693884674
568,port blair,11.6667,92.75,80.64,94,100,5.75,IN,1693884674
569,huruta,8.15,39.35,60.03,85,29,4.79,ET,1693884674
570,kashin,57.3592,37.6081,53.96,80,55,4.83,RU,1693884674
571,salym,60.0625,71.4789,50.0,71,97,8.48,RU,1693884675
572,korla,41.7597,86.1469,78.21,30,94,12.12,CN,1693884675
573,massawa,15.6097,39.45,90.81,66,79,6.44,ER,1693884675
574,slobozia,46.7281,29.7078,62.33,59,5,13.38,MD,1693884675
575,tshikapa,-6.4167,20.8,71.4,90,85,3.96,CD,1693884675
576,chiredzi,-21.05,31.6667,61.03,83,0,2.51,ZW,1693884676
577,salmon arm,50.6998,-119.3024,68.43,77,68,2.3,CA,1693884676
578,celestun,20.8667,-90.4,82.13,79,80,11.68,MX,1693884676
579,whakatane,-37.9585,176.9854,61.52,83,98,11.01,NZ,1693884676
580,sheridan,44.8333,-106.9173,55.78,96,100,20.71,US,1693884677
581,bandar-e lengeh,26.5579,54.8807,91.51,75,4,6.91,IR,1693884677
582,morehead city,34.7229,-76.726,81.01,88,0,9.22,US,1693884627
583,okondja,-0.6549,13.6753,69.96,98,100,2.28,GA,1693884678
584,maintirano,-18.0667,44.0167,74.25,72,0,3.94,MG,1693884678
585,mahanoro,-19.9,48.8,69.31,80,24,2.15,MG,1693884678
586,illizi,26.4833,8.4667,85.8,19,3,4.9,DZ,1693884679
587,hammerfest,70.6634,23.6821,48.65,76,75,20.71,NO,1693884679
588,lensk,60.7253,114.9278,62.6,38,82,9.51,RU,1693884679
589,pacocha,-17.5833,-71.3333,64.18,78,12,1.52,PE,1693884679
